,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
23,1962200037,626000,3,2.25,1750.0,1572,2.5,0,0,3,9,1470.0,280.0,2005,0,98102,47.6498,-122.321
24,1088800850,612500,4,2.5,2730.0,12261,2.0,0,0,3,9,2730.0,0.0,1991,0,98011,47.7419,-122.205
25,5101405331,495000,4,1.75,1600.0,6380,1.0,0,0,3,8,1130.0,470.0,1959,0,98125,47.701,-122.306
26,7575600100,285000,3,2.5,2090.0,10834,1.0,0,0,4,8,1360.0,730.0,1987,0,98003,47.3537,-122.303
27,2493200195,615000,3,1.75,2360.0,7291,1.0,0,0,4,8,1360.0,1000.0,1948,0,98136,47.5274,-122.384
28,1245003160,698000,4,2.25,2200.0,11250,1.5,0,0,5,7,1300.0,900.0,1920,0,98033,47.6845,-122.20100000000001
29,1024069009,675000,5,2.5,2820.0,67518,2.0,0,0,3,8,2820.0,0.0,1979,0,98029,47.5794,-122.025
30,472000620,790000,3,2.25,2600.0,4750,1.0,0,0,4,9,1700.0,900.0,1951,0,98117,47.6833,-122.4
31,3876200060,382500,4,1.75,1560.0,8700,1.0,0,0,4,7,1560.0,0.0,1967,0,98034,47.7274,-122.181
32,2738600140,499950,4,2.5,2860.0,3345,2.0,0,0,3,8,2190.0,670.0,2004,0,98072,47.7735,-122.15799999999999
33,9294300070,650000,4,2.0,1820.0,5000,1.5,0,1,3,7,1640.0,180.0,1945,0,98115,47.6815,-122.26899999999999
34,5056500260,440000,4,2.25,2160.0,8119,1.0,0,0,3,8,1080.0,1080.0,1966,0,98006,47.5443,-122.177
35,7305300695,625000,4,2.5,2820.0,8408,2.0,0,0,3,9,2820.0,0.0,2014,0,98155,47.7538,-122.325
36,3221059036,400000,4,2.5,3630.0,42884,1.5,0,0,3,9,2300.0,1330.0,1979,0,98092,47.2617,-122.19
37,587550340,604000,3,2.5,3240.0,33151,2.0,0,2,3,10,3240.0,0.0,1995,0,98023,47.3256,-122.37799999999999
38,1982201345,440000,2,1.0,800.0,4850,1.0,0,0,4,7,800.0,0.0,1944,0,98107,47.6639,-122.36399999999999
39,5072200040,403000,3,2.0,1960.0,13100,1.0,0,2,5,8,1650.0,310.0,1957,0,98166,47.4419,-122.34
40,1818800144,750000,3,2.5,2390.0,6550,1.0,0,2,4,8,1440.0,950.0,1955,0,98116,47.5714,-122.40799999999999
41,943100683,335000,3,2.25,1580.0,16215,1.0,0,0,4,7,1580.0,0.0,1978,0,98024,47.5643,-121.897
42,7399300120,260000,4,2.0,1480.0,8625,1.0,0,0,4,7,1480.0,0.0,1974,0,98055,47.461999999999996,-122.193
43,4408100095,308500,2,1.25,850.0,6174,1.0,0,0,4,7,850.0,0.0,1950,0,98155,47.7352,-122.32799999999999
44,2391600950,439950,3,2.5,1770.0,2875,2.0,0,0,3,8,1770.0,0.0,1990,0,98116,47.5631,-122.397
45,7831800460,235000,2,1.0,1210.0,9400,1.0,0,0,2,6,1210.0,0.0,1949,0,98106,47.5342,-122.36
46,1771000430,315000,3,1.0,1160.0,9180,1.0,0,0,3,7,1160.0,0.0,1968,0,98077,47.7427,-122.072
47,5561000190,437500,3,2.25,1970.0,35100,2.0,0,0,4,9,1970.0,0.0,1977,0,98027,47.4635,-121.991
48,6403500290,407500,3,2.5,1930.0,10460,2.0,0,0,3,8,1930.0,0.0,1996,0,98059,47.4938,-122.161
49,2326059099,838000,4,2.5,3310.0,42998,2.0,0,0,3,9,3310.0,0.0,2001,0,98052,47.7232,-122.131
50,5561000920,630000,4,2.75,2710.0,37277,2.0,0,0,3,9,2710.0,0.0,2000,0,98027,47.4634,-121.98700000000001
51,1868902745,805000,3,2.0,2710.0,4500,1.5,0,0,4,8,1880.0,830.0,1929,0,98115,47.6747,-122.295
52,1525079056,284000,3,1.75,1800.0,23103,1.0,0,0,3,7,1800.0,0.0,1968,0,98014,47.6517,-121.906
53,1737320120,470000,5,2.5,2210.0,9655,1.0,0,0,3,8,1460.0,750.0,1976,0,98011,47.7698,-122.22200000000001
54,2201501015,430000,4,1.5,1920.0,10000,1.0,0,0,4,7,1070.0,850.0,1954,0,98006,47.5725,-122.133
55,2423600100,491500,4,1.75,2190.0,125452,1.0,0,2,3,9,2190.0,0.0,1968,0,98092,47.2703,-122.069
56,7853220390,785000,5,3.25,3660.0,11995,2.0,0,2,3,10,3660.0,0.0,2006,0,98065,47.5337,-121.86
57,9267200226,436110,3,2.5,1770.0,1235,3.0,0,0,3,8,1600.0,170.0,2007,0,98103,47.6965,-122.34200000000001
58,3438501320,295000,2,2.5,1630.0,1368,2.0,0,0,3,7,1280.0,350.0,2009,0,98106,47.5489,-122.363
59,7853361370,555000,4,2.5,3310.0,6500,2.0,0,0,3,8,3310.0,0.0,2012,0,98065,47.515,-121.87
60,8564860280,459990,3,2.5,2680.0,5539,2.0,0,0,3,8,2680.0,0.0,2013,0,98045,47.4761,-121.734
61,123059127,625000,4,3.25,2730.0,54014,1.0,0,0,3,9,1560.0,1170.0,2007,0,98059,47.5133,-122.11
62,3832050580,300000,3,2.5,2540.0,5050,2.0,0,0,3,7,2540.0,0.0,2006,0,98042,47.3358,-122.055
63,7708180040,625000,4,2.75,2920.0,6605,2.0,0,0,3,8,2920.0,0.0,2012,0,98059,47.4909,-122.14399999999999
64,8132700150,553000,2,1.0,900.0,5000,1.0,0,0,3,7,900.0,0.0,1944,0,98117,47.6883,-122.395
65,1523069197,379880,3,2.5,1650.0,14054,1.0,0,0,4,7,1130.0,520.0,1986,0,98027,47.4821,-122.01700000000001
66,9474700020,310000,3,1.0,1010.0,9945,1.0,0,0,4,6,1010.0,0.0,1973,0,98065,47.5324,-121.76299999999999
67,8682250090,775000,2,2.5,2680.0,7392,1.0,0,0,3,9,2680.0,0.0,2004,0,98053,47.717,-122.02600000000001
68,2591830130,365000,3,2.5,2200.0,7350,1.0,0,0,5,8,1570.0,630.0,1988,0,98058,47.4395,-122.161
69,4137010530,331950,4,2.5,2530.0,9933,2.0,0,2,3,8,2010.0,520.0,1990,0,98092,47.2654,-122.21600000000001
70,9829201058,783500,3,2.5,2850.0,7130,2.0,0,0,3,10,1990.0,860.0,1980,0,98122,47.603,-122.289
71,4003000285,628000,4,2.0,2280.0,6010,1.0,0,0,3,7,1140.0,1140.0,1900,0,98122,47.6034,-122.289
72,1954440060,560000,3,2.5,1900.0,8744,2.0,0,0,3,8,1900.0,0.0,1987,0,98074,47.62,-122.04299999999999
73,325059171,900000,3,1.0,1330.0,77972,1.0,0,0,3,7,1330.0,0.0,1928,1954,98033,47.6891,-122.15899999999999
74,9828700200,831000,4,3.0,2170.0,4000,2.0,0,0,4,9,1610.0,560.0,1982,2011,98112,47.6196,-122.292
75,319500570,780000,4,2.5,2730.0,10281,2.0,0,2,3,9,2730.0,0.0,1996,0,98074,47.6227,-122.029
76,8651402920,219900,4,1.5,1120.0,5427,1.0,0,0,3,6,1120.0,0.0,1969,2014,98042,47.3628,-122.087
77,1549500370,210000,3,1.0,1340.0,306848,1.0,0,0,3,5,1340.0,0.0,1953,0,98019,47.7534,-121.912
78,9512000140,755000,4,2.5,2120.0,10202,1.0,0,0,4,7,1620.0,500.0,1960,0,98005,47.5858,-122.17
79,3629910240,705380,3,2.5,2490.0,4343,2.0,0,0,3,9,2490.0,0.0,2003,0,98029,47.5493,-121.993
80,4123400320,627000,4,2.25,1990.0,7712,1.0,0,0,3,8,1210.0,780.0,1973,0,98027,47.5688,-122.087
81,8691330310,865000,4,3.0,3690.0,9892,2.0,0,0,3,10,3690.0,0.0,1998,0,98075,47.5937,-121.98200000000001
82,5561301280,410000,3,2.25,1800.0,36704,1.0,0,0,4,8,1360.0,440.0,1978,0,98027,47.4688,-122.01299999999999
83,3574801780,485000,4,3.0,2340.0,7048,1.0,0,0,4,8,1340.0,1000.0,1979,0,98034,47.7306,-122.227
84,5589900590,400000,2,1.75,2110.0,9519,1.0,0,0,2,7,2110.0,0.0,1948,0,98155,47.7504,-122.306
85,9828700900,549000,2,1.0,1140.0,5400,1.0,0,0,5,7,1140.0,0.0,1908,0,98112,47.6205,-122.294
86,1891100090,620000,3,2.25,1480.0,2185,2.5,0,0,3,9,1480.0,0.0,2005,0,98034,47.6945,-122.17
87,2946001645,232000,2,1.0,1200.0,8063,1.0,0,0,4,6,1200.0,0.0,1958,0,98198,47.4204,-122.324
88,7501000130,800866,5,2.5,3180.0,13806,2.0,0,0,4,10,3180.0,0.0,1990,0,98033,47.652,-122.182
89,3619600143,650000,3,1.5,2160.0,9000,1.0,0,2,4,8,1400.0,760.0,1949,0,98177,47.7241,-122.369
90,2125049120,770000,3,2.0,2350.0,5700,1.5,0,0,4,8,1810.0,540.0,1939,0,98112,47.638999999999996,-122.31
91,6821101870,524000,3,1.75,1560.0,5520,1.0,0,0,4,6,780.0,780.0,1944,0,98199,47.6515,-122.399
92,6071200545,541125,5,2.75,2740.0,8426,1.0,0,0,4,8,1370.0,1370.0,1960,0,98006,47.5563,-122.184
93,9822700255,670000,3,2.5,1680.0,2000,3.0,0,0,3,9,1680.0,0.0,1909,1998,98105,47.6604,-122.29
94,1196000007,384900,5,2.5,3090.0,12750,1.0,0,0,3,8,1750.0,1340.0,1968,0,98023,47.3408,-122.335
95,993001330,406100,3,2.25,1410.0,1332,3.0,0,0,3,8,1410.0,0.0,2005,0,98103,47.6916,-122.34
96,723000114,1395000,5,3.5,4010.0,8510,2.0,0,1,5,9,2850.0,1160.0,1971,0,98105,47.6578,-122.286
97,4309710250,736500,4,2.5,3180.0,21904,2.0,0,3,3,9,3180.0,0.0,2000,0,98059,47.515,-122.117
98,6143600580,184000,3,1.5,1490.0,10125,1.0,0,0,4,7,1490.0,0.0,1962,0,98001,47.3075,-122.28399999999999
99,23500180,570000,3,2.25,2010.0,6000,1.0,0,0,3,8,1330.0,680.0,1975,0,98052,47.6912,-122.115
100,8146100325,787000,3,1.75,1330.0,7500,1.0,0,0,3,8,1330.0,0.0,1961,0,98004,47.6074,-122.195
101,7300400580,328000,4,2.5,2370.0,6500,2.0,0,0,3,9,2370.0,0.0,1998,0,98092,47.3328,-122.17299999999999
102,6450303950,435000,5,2.0,1840.0,9240,1.0,0,0,4,7,1540.0,300.0,1942,1958,98133,47.7308,-122.34
103,7853302370,499000,4,2.5,2910.0,6479,2.0,0,0,3,7,2910.0,0.0,2006,0,98065,47.5402,-121.887
104,2780400035,665000,4,2.5,2800.0,5900,1.0,0,0,3,8,1660.0,1140.0,1963,0,98115,47.6809,-122.286
105,425069020,1090000,4,2.5,4340.0,141570,2.5,0,0,3,11,4340.0,0.0,1992,0,98053,47.6805,-122.04799999999999
106,2487700065,400000,2,1.0,840.0,5510,1.0,0,0,3,7,840.0,0.0,1955,0,98136,47.5247,-122.391
107,1898700310,220000,4,1.5,1240.0,9600,1.0,0,0,3,7,1240.0,0.0,1971,0,98023,47.3206,-122.397
108,4083300510,657100,4,1.0,1390.0,4240,1.0,0,0,3,7,1050.0,340.0,1924,0,98103,47.6596,-122.338
109,5416510710,309950,4,2.75,2310.0,5000,2.0,0,0,3,7,2310.0,0.0,2006,0,98038,47.3614,-122.035
110,1402810140,300000,3,2.0,1050.0,10072,1.0,0,0,3,7,1050.0,0.0,1986,0,98019,47.7341,-121.976
111,1823069155,525888,5,1.75,2550.0,71874,1.0,0,0,5,7,1810.0,740.0,1960,0,98027,47.4845,-122.08
112,1861400060,740000,4,1.75,2010.0,3600,1.5,0,0,3,7,2010.0,0.0,1902,0,98119,47.6337,-122.37100000000001
113,3580900260,340000,5,1.0,1120.0,9022,1.5,0,0,4,7,1120.0,0.0,1962,0,98034,47.7296,-122.24
114,207500012,855000,4,2.75,2600.0,5390,1.0,0,0,4,8,1300.0,1300.0,1960,0,98199,47.6382,-122.397
115,3080000030,398750,3,2.5,2230.0,4000,2.0,0,0,3,7,2230.0,0.0,1954,0,98144,47.5801,-122.306
116,1446403305,206000,2,1.0,810.0,7158,1.0,0,0,5,6,810.0,0.0,1944,0,98168,47.4882,-122.325
117,7856410030,1030000,5,2.75,3190.0,16920,1.0,0,3,3,9,1690.0,1500.0,1976,0,98006,47.5641,-122.16
118,124069032,600000,3,1.75,1670.0,39639,1.0,0,0,4,8,1670.0,0.0,1976,1992,98075,47.5929,-121.98899999999999
119,4440900040,379950,4,1.75,1970.0,9389,1.0,0,0,5,7,1140.0,830.0,1960,0,98133,47.7771,-122.339
120,3241600150,287000,3,1.0,1450.0,6000,1.0,0,0,4,7,1450.0,0.0,1953,0,98118,47.5238,-122.287
121,6402710120,309950,3,2.5,1880.0,7838,2.0,0,0,3,7,1880.0,0.0,1994,0,98055,47.4439,-122.19
122,2215500205,600000,3,1.75,1880.0,6360,1.0,0,0,4,7,1040.0,840.0,1945,0,98115,47.6878,-122.286
123,263000155,418000,3,2.0,1410.0,6030,1.5,0,0,4,7,1410.0,0.0,1930,0,98103,47.6994,-122.34700000000001
124,6145600865,449250,4,2.0,1480.0,3844,1.5,0,0,5,7,1480.0,0.0,1928,0,98133,47.7042,-122.352
125,6450304130,329950,2,1.0,1140.0,5250,1.5,0,0,4,6,1140.0,0.0,1949,0,98133,47.731,-122.34100000000001
126,3329520410,245000,3,1.75,1920.0,9306,1.0,0,0,3,7,1000.0,920.0,1984,0,98001,47.3319,-122.26700000000001
127,4305600040,549000,4,2.5,2910.0,6338,2.0,0,0,3,8,2910.0,0.0,2008,0,98059,47.4804,-122.126
128,8653900150,800000,3,2.5,3240.0,7857,2.0,0,0,3,10,3240.0,0.0,1994,0,98075,47.5857,-122.038
129,1823069213,249950,3,2.0,1550.0,15040,1.0,0,0,4,6,1550.0,0.0,1958,0,98059,47.4873,-122.09899999999999
130,7893805650,210000,5,2.0,2050.0,10200,1.0,0,0,3,6,1430.0,620.0,1956,0,98198,47.4136,-122.333
131,7784400130,497300,6,2.75,3200.0,9200,1.0,0,2,4,8,1600.0,1600.0,1953,0,98146,47.492,-122.36399999999999
132,4385700425,1425000,2,2.5,2220.0,4000,2.0,0,0,3,9,2220.0,0.0,2000,0,98112,47.6364,-122.28
133,2790410250,615000,4,1.75,2300.0,11700,1.0,0,0,4,9,1960.0,340.0,1977,0,98052,47.6331,-122.094
134,1868900775,618500,3,2.0,1800.0,5000,1.0,0,0,4,7,1080.0,720.0,1942,0,98115,47.6738,-122.29700000000001
135,2558720120,487585,4,1.75,2010.0,9211,1.0,0,0,3,7,1470.0,540.0,1977,0,98034,47.7206,-122.171
136,8648900060,509900,3,2.5,1790.0,2700,2.0,0,0,3,8,1790.0,0.0,2010,0,98027,47.56399999999999,-122.09299999999999
137,1862400176,631625,4,2.5,2440.0,6651,2.0,0,0,3,9,2440.0,0.0,2014,0,98117,47.6971,-122.37100000000001
138,8648900110,555000,3,2.5,1940.0,3211,2.0,0,0,3,8,1940.0,0.0,2009,0,98027,47.5644,-122.09299999999999
139,3644100086,340000,2,1.5,1160.0,1438,2.0,0,0,3,7,1160.0,0.0,2001,0,98144,47.5917,-122.295
140,9578090050,830000,4,2.5,3400.0,9692,2.0,0,0,3,9,3400.0,0.0,2007,0,98052,47.708,-122.109
141,9268851800,415000,3,2.25,1620.0,998,2.5,0,0,3,8,1540.0,80.0,2010,0,98027,47.5401,-122.027
142,2979800409,416286,3,2.5,1408.0,989,3.0,0,0,3,8,1408.0,0.0,2005,0,98115,47.6856,-122.315
143,259500270,478000,3,2.5,3040.0,4535,2.0,0,0,3,9,3040.0,0.0,2007,0,98056,47.51,-122.185
144,8562710520,890000,5,3.5,4490.0,6000,2.0,0,0,3,10,3200.0,1290.0,2006,0,98027,47.5396,-122.073
145,8138870530,419190,2,2.5,1590.0,1426,2.0,0,0,3,8,1590.0,0.0,2014,0,98029,47.5441,-122.01299999999999
146,6666830250,712198,4,2.5,2450.0,4247,2.0,0,0,3,8,2450.0,0.0,2013,0,98052,47.7048,-122.113
147,3754700160,397000,4,2.0,1440.0,7680,1.0,0,0,3,7,1200.0,240.0,1971,0,98034,47.7245,-122.2
148,1623300160,450000,2,2.0,1100.0,3000,1.5,0,0,3,7,1100.0,0.0,1912,2005,98117,47.6797,-122.36200000000001
149,751000060,353000,3,1.0,1350.0,7740,1.0,0,0,4,6,860.0,490.0,1947,0,98125,47.7098,-122.291
150,5701800030,609000,4,2.5,2150.0,37981,2.0,0,0,3,9,2150.0,0.0,1985,0,98052,47.7227,-122.098
151,5469300270,234000,3,1.75,1490.0,8366,1.0,0,0,4,7,1010.0,480.0,1975,0,98042,47.375,-122.14
152,7625704005,561000,3,2.0,2000.0,7000,2.0,0,0,3,7,2000.0,0.0,1916,1986,98136,47.5452,-122.39299999999999
153,1623300765,469000,2,1.0,1030.0,4400,1.0,0,0,3,7,1030.0,0.0,1924,0,98117,47.681000000000004,-122.361
154,534000075,329350,2,1.0,720.0,6687,1.0,0,0,3,6,720.0,0.0,1942,0,98117,47.7001,-122.36200000000001
155,2688100075,488000,5,2.0,2020.0,5000,1.5,0,0,4,7,2020.0,0.0,1938,0,98117,47.6949,-122.37
156,3210400340,279900,3,1.75,1580.0,8151,1.0,0,1,4,7,1100.0,480.0,1962,0,98198,47.3672,-122.31200000000001
157,8582010240,606000,4,2.5,2110.0,13850,2.0,0,0,3,9,2110.0,0.0,1987,0,98027,47.5497,-122.07700000000001
158,7694600253,312000,4,2.0,1300.0,7054,1.0,0,0,3,7,1300.0,0.0,1950,2013,98146,47.5071,-122.369
159,3176100110,650000,3,1.5,1630.0,7475,1.0,0,1,3,7,1160.0,470.0,1940,0,98115,47.6725,-122.272
160,3524039209,1135000,4,2.75,3370.0,8103,1.0,0,3,3,9,1970.0,1400.0,1970,2014,98136,47.5232,-122.383
161,3438500714,325000,4,2.5,1890.0,6156,1.0,0,0,3,7,980.0,910.0,1980,0,98106,47.551,-122.35600000000001
162,9477001280,425000,4,2.0,1520.0,7983,1.0,0,0,5,7,1520.0,0.0,1967,0,98034,47.7357,-122.193
163,4302200535,219000,2,1.0,900.0,5160,1.0,0,0,3,6,900.0,0.0,1952,0,98106,47.525,-122.35600000000001
164,7282900025,250000,3,1.0,1050.0,6874,1.0,0,0,3,6,1050.0,0.0,1954,0,98133,47.762,-122.355
165,4040800090,390000,3,1.75,1260.0,6500,1.0,0,0,4,7,1260.0,0.0,1966,0,98008,47.6224,-122.116
166,114100745,475000,6,3.0,3470.0,117612,1.5,0,0,3,7,3470.0,0.0,1924,0,98028,47.7663,-122.234
167,7805450110,736000,4,2.5,2290.0,12047,2.0,0,0,4,9,2290.0,0.0,1988,0,98006,47.5599,-122.105
168,8643200020,407000,4,2.25,2810.0,23400,1.0,0,1,3,7,1710.0,1100.0,1958,0,98198,47.395,-122.311
169,8656300380,272000,3,2.5,1650.0,13816,2.0,0,0,3,7,1650.0,0.0,1998,0,98014,47.6553,-121.912
170,2923049372,362000,3,2.25,1640.0,14374,1.0,0,0,4,7,1140.0,500.0,1963,0,98148,47.4476,-122.33200000000001
171,6301800020,535000,3,2.5,1850.0,10109,2.0,0,0,3,8,1850.0,0.0,1991,0,98034,47.7163,-122.229
172,1843130980,284000,4,2.5,2000.0,5390,2.0,0,0,3,7,2000.0,0.0,2003,0,98042,47.3732,-122.12899999999999
173,7019000050,367500,3,1.5,1410.0,9647,1.0,0,0,3,8,1410.0,0.0,1961,0,98177,47.7608,-122.361
174,3649100306,379900,4,1.75,1500.0,11600,1.0,0,0,4,7,1000.0,500.0,1955,0,98028,47.7373,-122.241
175,1023059365,520000,3,2.5,2460.0,54885,2.0,0,0,4,8,2460.0,0.0,1980,0,98059,47.4996,-122.146
176,9564800145,175000,3,1.0,1010.0,7034,1.0,0,0,3,7,1010.0,0.0,1954,0,98055,47.49,-122.22
177,9828702513,460000,2,2.25,1230.0,929,2.0,0,0,3,8,1020.0,210.0,2004,0,98122,47.6191,-122.301
178,9510400100,345000,4,2.5,2331.0,3826,2.0,0,0,3,8,2331.0,0.0,2007,0,98058,47.4444,-122.182
179,2558700090,455000,5,2.5,2240.0,7770,1.0,0,0,3,7,1340.0,900.0,1978,0,98034,47.7198,-122.171
180,1777600230,610000,4,3.0,2450.0,10117,1.0,0,0,5,8,1580.0,870.0,1967,0,98006,47.5694,-122.132
181,5631500866,563000,4,3.0,3100.0,15480,2.0,0,0,3,8,2400.0,700.0,1996,0,98028,47.7466,-122.241
182,579002870,612500,4,2.0,2060.0,5000,1.0,0,0,3,7,1030.0,1030.0,1949,2013,98117,47.6992,-122.37899999999999
183,109200730,218000,3,1.75,1850.0,7684,1.0,0,0,3,8,1320.0,530.0,1979,0,98023,47.2975,-122.37
184,4037500110,404000,4,1.75,1840.0,10720,1.0,0,0,3,7,960.0,880.0,1958,0,98008,47.6074,-122.125
185,8945100320,136500,3,1.5,1420.0,8580,1.0,0,0,3,6,1420.0,0.0,1962,0,98023,47.3076,-122.36200000000001
186,1995200200,313950,3,1.0,1510.0,6083,1.0,0,0,4,6,860.0,650.0,1940,0,98115,47.6966,-122.324
187,2771600350,575000,3,1.75,2130.0,6500,1.0,0,2,3,8,1170.0,960.0,1954,0,98199,47.6424,-122.38600000000001
188,1068000520,1225000,4,2.25,3490.0,6906,2.0,0,0,4,10,2280.0,1210.0,1928,0,98199,47.6424,-122.40700000000001
189,1223089050,280000,3,1.75,1630.0,11800,1.0,0,0,4,7,1630.0,0.0,1971,0,98045,47.4863,-121.73
190,1954400060,515000,3,2.5,1790.0,7167,2.0,0,0,3,8,1790.0,0.0,1989,0,98074,47.6176,-122.045
191,6641020160,513000,4,2.5,2000.0,5684,2.0,0,0,3,8,2000.0,0.0,1996,0,98028,47.7443,-122.22
192,6070500055,599000,4,2.25,2260.0,29930,2.0,0,0,4,8,1400.0,860.0,1977,0,98006,47.5689,-122.126
193,8961970510,685000,4,2.5,3030.0,7864,2.0,0,0,3,9,3030.0,0.0,1999,0,98074,47.6075,-122.01700000000001
194,6150700394,365000,3,1.5,1310.0,8160,1.0,0,0,3,7,1310.0,0.0,1950,0,98133,47.7291,-122.339
195,6751300065,518000,3,1.5,1430.0,8000,1.0,0,0,4,7,1430.0,0.0,1956,0,98007,47.5874,-122.13600000000001
196,1829300210,762300,4,2.5,3880.0,14550,2.0,0,0,3,10,3880.0,0.0,1987,0,98074,47.6378,-122.04
197,9471201175,1580000,4,3.25,3760.0,10920,1.5,0,0,5,9,2400.0,1360.0,1950,0,98105,47.6687,-122.264
198,3396820150,562000,5,2.25,3040.0,8111,2.0,0,0,3,8,3040.0,0.0,1984,0,98052,47.7157,-122.103
199,1952000150,530000,5,2.5,2910.0,9636,1.0,0,0,4,7,1690.0,1220.0,1964,0,98008,47.5803,-122.119
200,7300200290,650000,5,3.5,3480.0,36615,2.0,0,0,4,8,2490.0,990.0,1983,0,98075,47.5741,-122.05
201,7504021310,525000,3,2.5,2970.0,11985,1.0,0,0,3,9,1770.0,1200.0,1995,0,98074,47.6359,-122.052
202,2436200715,484000,2,1.75,1660.0,6000,1.0,0,0,3,7,1160.0,500.0,1942,0,98105,47.6624,-122.291
203,7135520780,725126,4,2.5,3200.0,12369,2.0,0,0,3,10,3200.0,0.0,1998,0,98059,47.5273,-122.14299999999999
204,4012800010,360000,4,2.0,2680.0,18768,1.0,0,0,5,8,2680.0,0.0,1965,0,98001,47.3182,-122.279
205,40000362,78000,2,1.0,780.0,16344,1.0,0,0,1,5,780.0,0.0,1942,0,98168,47.4739,-122.28
206,3205100130,387000,3,1.0,1230.0,9568,1.0,0,0,5,7,1230.0,0.0,1962,0,98056,47.538999999999994,-122.179
207,1626069253,483500,4,2.5,2740.0,45732,2.0,0,0,3,8,2740.0,0.0,1995,0,98077,47.74,-122.04799999999999
208,871001980,910000,3,3.5,3020.0,4082,2.0,0,0,3,9,2080.0,940.0,1954,2004,98199,47.651,-122.40899999999999
209,3862400050,465000,3,2.25,1970.0,11088,1.0,0,0,4,8,1180.0,790.0,1967,0,98155,47.7651,-122.277
210,226039075,655500,4,3.5,3380.0,8330,2.0,0,0,3,8,3380.0,0.0,2000,0,98177,47.7741,-122.37899999999999
211,9553200052,345000,3,1.0,1110.0,6250,1.0,0,0,3,7,1110.0,0.0,1956,0,98115,47.6977,-122.292
212,9482700440,533000,5,2.75,1800.0,3780,1.5,0,0,3,7,1400.0,400.0,1926,0,98103,47.6831,-122.34299999999999
213,2742100009,385000,3,1.75,1900.0,5520,1.0,0,0,3,7,1280.0,620.0,1982,0,98118,47.5549,-122.292
214,1524059027,675000,2,1.0,930.0,36478,1.0,0,2,3,6,930.0,0.0,1951,0,98006,47.5699,-122.164
